1513,7500,55040,3285,1
1514,6601,22958,4661,1
1515,8532,56127,937,4
1516,7983,70095,3339,5
1517,5911,43830,4555,3
1518,6850,45815,716,2
1519,7047,72784,4434,5
1520,8035,57779,4973,1
1521,6754,64502,2813,1
1522,8191,64169,4587,1
1523,6932,21474,2176,5
1524,8886,65358,1334,5
1525,5756,21336,4270,1
1526,5611,42880,1544,1
1527,5650,44465,4884,5
1528,8539,354,2420,2
1529,7987,17865,1535,1
1530,6754,63697,2813,1
1531,8321,40214,2125,5
1532,6210,52995,760,2
1533,6485,278,2909,4
1534,6594,33568,1411,3
1535,8145,126,1143,4
1536,8390,30013,4096,3
1537,8512,71339,3430,5
1538,5635,66833,149,2
1539,6787,22564,2005,3
1540,8477,56701,1235,3
1541,6758,33497,4019,5
1542,5709,66329,157,4
1543,6814,64616,2797,4
1544,5727,83245,2463,5
1545,8536,2361,4846,2
1546,7319,29062,4464,3
1547,5652,79352,90,1
1548,8450,53768,1077,4
1549,7840,73045,3143,3
1550,8204,87331,4309,5
1551,8964,19277,314,4
1552,8941,6134,4224,3
1553,7540,24677,4446,1
1554,7434,43135,630,2
1555,8039,53042,935,1
1556,7565,3731,2498,5
1557,8203,20452,4007,4
1558,6312,15438,3996,1
1559,6169,9165,4232,1
1560,7110,39907,4974,3
1561,7901,74111,1196,3
1562,6671,54740,2601,3
1563,6537,88721,601,5
1564,6060,14052,227,1
1565,7281,15730,2448,3
1566,8311,38562,1666,1
1567,8103,84141,158,2
1568,5910,11776,4876,1
1569,8970,81131,2870,5
1570,7833,77529,426,4
1571,6897,6330,4787,1
1572,7942,69964,2183,3
1573,7609,30990,3920,4
1574,7801,34935,594,5
1575,7051,67915,580,5
1576,8770,87752,4533,3
1577,7575,6523,3761,2
1578,5709,45988,157,1
1579,8981,3102,3089,5
1580,7697,81478,4202,5
1581,7753,88500,1153,4
1582,5690,11903,2560,2
1583,6719,25432,4217,1
1584,8075,45517,618,2
1585,7906,81278,1951,3
1586,5652,4759,90,3
1587,6090,9600,1292,1
1588,8940,52951,3715,4
1589,6267,88828,2748,1
1590,7380,50630,1461,4
1591,6882,76886,2740,1
1592,5960,4483,1126,2
1593,5911,41952,4555,4
1594,7680,9882,973,2
1595,6917,1764,490,3
1596,6978,23402,1782,1
1597,6936,9787,3340,4
1598,8502,28683,264,3
1599,5654,46387,3861,3
1600,5607,19231,1164,1
1601,7365,46684,2741,5
1602,8136,30567,1755,5
1603,6386,43415,3572,3
1604,8941,58326,4224,2
1605,6868,33540,4800,4
1606,7740,70604,4415,5
1607,5706,6148,317,5
1608,8532,58827,937,2
1609,7518,79647,2570,4
1610,6040,56116,4221,5
1611,8854,30594,1492,1
1612,7186,10510,2691,3
1613,6315,77783,4825,3
1614,8156,53869,2011,4
1615,8969,57147,4612,2
1616,7009,11809,4850,2
1617,6932,76483,2176,4
1618,8967,24593,4385,5
1619,8005,9600,3558,4
1620,6123,18088,4075,5
1621,6154,58622,1122,1
1622,7204,59580,4523,3
1623,8313,38455,2036,4
1624,6782,21568,2391,3
1625,6749,25232,1544,5
1626,6841,7182,1816,2
1627,6681,56627,836,3
1628,8225,23997,4702,3
1629,6451,61744,3339,4
1630,7834,78076,1109,4
1631,6276,45518,522,3
1632,7971,76138,405,2
1633,5901,67505,1812,3
1634,7954,11093,3590,5
1635,5941,51498,3577,4
1636,7591,75334,3770,1
1637,8685,64164,512,1
1638,7381,50173,1243,3
1639,8635,38477,122,5
1640,6168,73192,1638,5
1641,7409,30126,3125,4
1642,6866,32566,2869,1
1643,8024,28746,4506,3
1644,6703,31916,1007,4
1645,5834,8722,1877,2
1646,8313,80073,2036,4
1647,7241,39348,993,3
1648,8589,32672,631,4
1649,7788,66731,4244,1
1650,8861,41732,661,5
1651,6638,16201,3802,5
1652,6646,86126,2428,3
1653,8489,41474,252,4
1654,6440,27724,3674,1
1655,7002,61178,1500,1
1656,6462,6947,2616,5
1657,6946,84691,1061,2
1658,7881,83840,2414,3
1659,6325,7680,4073,4
1660,5880,84912,431,3
1661,7164,41252,2018,5
1662,7296,38550,3079,2
1663,6276,58164,522,5
1664,6785,36163,4764,3
1665,7343,56929,4338,3
1666,7917,38,2254,3
1667,8429,29854,3156,2
1668,6162,14003,3522,5
1669,6282,33144,1668,1
1670,7078,66848,1444,1
1671,5664,72823,3546,2
1672,7628,23814,2372,5
1673,6374,28736,1860,2
1674,7098,40638,3803,5
1675,7385,60672,1818,1
1676,6032,5295,2910,3
1677,8518,40427,595,4
1678,6535,53632,895,5
1679,8749,67670,4418,2
1680,6019,14572,1419,5
1681,6882,20970,2740,2
1682,8758,15189,3775,3
1683,7660,65753,3254,5
1684,6521,85198,2873,1
1685,6551,19188,1078,3
1686,8018,47327,4300,2
1687,6484,75291,3975,2
1688,5678,89484,3706,3
1689,8024,87466,4506,2
1690,5708,87243,1569,5
1691,8714,13566,3174,3
1692,7342,40210,2062,4
1693,7131,2960,887,2
1694,7791,42201,2138,5
1695,5829,82711,4439,4
1696,6315,18400,4825,4
1697,8462,62121,2281,3
1698,7769,76154,3048,4
1699,6020,14122,3279,2
1700,6813,64986,1519,1
1701,7591,487,3770,2
1702,5668,2165,4805,4
1703,8796,25477,528,4
1704,5670,64661,2853,4
1705,8492,20898,4091,1
1706,6773,17915,3516,4
1707,8192,87092,2559,1
1708,5613,14687,1119,2
1709,6253,78356,1763,4
1710,7872,43466,576,5
1711,6602,77381,565,4
1712,8073,2085,4440,3
1713,6042,23449,4820,5
1714,8094,47924,858,3
1715,7701,28114,802,4
1716,7903,6287,797,3
1717,6299,61359,2864,1
1718,8480,19076,720,5
1719,7009,79429,4850,5
1720,6302,60627,1717,5
1721,6909,50736,3620,3
1722,6990,45673,406,4
1723,5831,45150,4728,2
1724,7766,40182,3656,5
1725,8918,46566,2420,2
1726,5725,84912,1304,3
1727,8817,18729,1233,1
1728,6129,30213,2665,2
1729,6098,6403,2273,5
1730,7475,62889,3649,4
1731,6214,86343,4748,2
1732,6099,48141,2117,1
1733,7978,41996,4189,1
1734,6725,28444,4797,5
1735,5662,60077,4620,4
1736,8647,88478,3823,3
1737,8081,45226,3783,3
1738,6303,81099,2098,4
1739,6573,43134,1292,5
1740,7960,3593,321,1
1741,6753,48024,558,5
1742,8317,85601,1130,5
1743,8177,54556,3101,5
1744,6738,17855,4884,4
1745,8203,71529,4007,2
1746,8324,9549,3654,5
1747,6739,42165,230,1
1748,7934,66817,4391,2
1749,8363,40303,4895,1
1750,7188,85871,4337,4
1751,7218,28430,3326,1
1752,7879,83773,513,2
1753,6612,6740,4690,3
1754,7638,15235,3758,4
1755,6666,45394,296,1
1756,6565,82008,2892,4
1757,6099,70118,2117,4
1758,6316,20907,4070,5
1759,7035,76732,1223,3
1760,6145,74286,280,2
1761,7449,23090,3065,2
1762,8850,61330,1827,3
1763,8820,46285,3202,3
1764,7115,27553,169,1
1765,6377,12241,79,5
1766,8909,22084,3166,1
1767,8347,9560,4404,5
1768,6754,48671,2813,4
1769,7917,35971,2254,2
1770,8881,22750,2296,1
1771,5763,40379,1823,4
1772,7896,37856,3911,1
1773,7319,39324,4464,1
1774,6215,80192,3095,5
1775,8265,84884,762,4
1776,8487,86170,2260,3
1777,5808,31541,4182,5
1778,7474,87487,654,3
1779,7709,80166,606,3
1780,6220,85014,1015,2
1781,6839,22085,3758,4
1782,5764,14125,4884,4
1783,5927,47767,897,2
1784,6301,37001,2446,5
1785,6681,971,836,4
1786,8963,57717,2639,2
1787,8685,78770,512,4
1788,8151,67508,709,3
1789,8111,16538,2622,3
1790,8302,48844,1229,1
1791,6493,12799,2985,1
1792,7689,43629,2216,3
1793,7826,35281,1188,1
1794,7217,52101,715,1
1795,7180,77460,2879,2
1796,8555,27293,224,3
1797,8459,68510,3228,3
1798,7473,76,2700,3
1799,6142,55538,4415,5
1800,8873,27435,3442,5
1801,8339,81168,886,1
1802,6608,8336,1928,1
1803,7471,79176,4620,5
1804,6762,27600,3223,1
1805,5772,75714,4214,5
1806,8817,50690,1233,5
1807,6098,69384,2273,2
1808,8982,20998,3426,3
1809,6103,85814,1818,3
1810,7957,45325,4109,4
1811,7592,7517,4297,3
1812,7766,6771,3656,2
1813,6080,68131,3004,5
1814,6167,15273,1210,2
1815,6618,14027,4748,2
1816,6215,67616,3095,5
1817,7071,66389,1727,3
1818,8885,30735,2901,1
1819,7977,13706,4157,4
1820,6194,22156,3580,4
1821,7680,64331,973,2
1822,8484,51028,4365,3
1823,7661,82924,4446,2
1824,6968,45909,4793,1
1825,5954,25125,1751,5
1826,7150,34419,3727,1
1827,8170,14509,3474,2
1828,7015,45870,3096,4
1829,6668,30980,2037,1
1830,6049,18301,3919,5
1831,8960,67488,1603,2
1832,7923,9812,369,3
1833,8191,59199,4587,2
1834,8499,9774,3386,4
1835,5650,65623,4884,3
1836,7533,54334,4172,4
1837,6010,63480,4463,4
1838,8854,52825,1492,3
1839,8860,48960,1741,4
1840,5951,25294,3299,5
1841,8692,59559,3459,5
1842,7241,20809,993,2
1843,5714,55132,1845,2
1844,6139,51616,1139,2
1845,5809,38941,111,3
1846,7392,55987,3974,4
1847,8417,12241,1882,4
1848,8910,23657,3698,3
1849,6521,43955,2873,3
1850,7994,87117,2176,3
1851,6390,58810,2830,1
1852,6295,55547,282,5
1853,6409,71152,4413,5
1854,8580,13709,220,3
1855,5633,73202,3415,5
1856,5706,68512,317,2
1857,8760,18075,2356,1
1858,8603,75531,509,3
1859,6013,56290,1456,2
1860,7174,82448,1091,2
1861,7974,59347,1131,4
1862,7849,37628,2007,1
1863,7981,16349,3451,4
1864,7473,57072,2700,5
1865,8294,64389,4058,2
1866,6731,85324,4074,5
1867,8487,51092,2260,1
1868,7486,52843,1344,2
1869,6329,89121,4682,1
1870,8803,46669,310,4
1871,8301,16069,1594,3
1872,6833,16003,1482,1
1873,6484,51614,3975,1
1874,8940,35510,3715,2
1875,8841,13700,4660,3
1876,8885,9208,2901,2
1877,8711,59393,3391,3
1878,8407,59208,4725,2
1879,8318,64929,4610,5
1880,6218,7919,4495,2
1881,7015,29297,3096,5
1882,7491,67035,1434,2
1883,6060,31084,227,2
1884,7449,84864,3065,5
1885,7890,63852,4621,1
1886,7571,70458,1024,3
1887,8251,86442,3029,4
1888,7223,6418,2483,3
1889,8895,50732,1729,5
1890,7192,8054,918,2
1891,7500,33769,3285,2
1892,7594,67793,827,1
1893,5861,17535,3973,5
1894,5758,44801,294,2
1895,6302,45226,1717,3
1896,8915,56240,972,2
1897,7003,10223,3186,4
1898,8135,66313,4438,1
1899,6047,89967,3056,5
1900,6969,40096,1047,1
1901,7142,54474,147,5
1902,8962,70414,2618,1
1903,7355,56037,1958,2
1904,7277,66362,4321,5
1905,6931,13357,4895,2
1906,8894,21260,640,1
1907,5683,57710,2310,1
1908,8198,16985,758,1
1909,6594,31387,1411,4
1910,8146,3962,2768,4
1911,7474,15021,654,5
1912,5740,89750,1465,2
1913,7384,87048,650,1
1914,8460,61087,598,2
1915,7840,16339,3143,2
1916,7287,47779,1010,2
1917,8822,33409,4683,4
1918,8193,34528,2242,1
1919,7566,14090,1137,2
1920,6975,4905,1201,2
1921,7745,3162,797,5
1922,7897,47034,3578,1
1923,8099,3754,1831,3
1924,6916,70735,888,1
1925,8987,79528,1188,5
1926,8305,65337,3066,4
1927,8342,87172,700,3
1928,6050,57019,4182,5
1929,8035,21305,4973,2
1930,8862,88420,2956,3
1931,7190,26746,2748,2
1932,6600,57300,506,1
1933,6189,79152,1118,2
1934,8386,23486,3081,2
1935,8560,1020,4247,4
1936,6222,18886,1617,4
1937,7513,6962,1319,5
1938,6436,51930,3413,5
1939,5931,64875,4912,1
1940,8336,57331,4572,4
1941,5834,82416,1877,3
1942,8932,56992,4842,3
1943,6646,14944,2428,1
1944,7558,62394,2262,2
1945,7978,75129,4189,1
1946,6412,23910,938,4
1947,7635,82420,4829,5
1948,8804,22526,3116,2
1949,8302,60859,1229,2
1950,8820,27805,3202,5
1951,7946,35603,2746,2
1952,8817,19803,1233,3
1953,5780,71185,1071,3
1954,7470,82799,4979,4
1955,6535,71872,895,3
1956,6197,32376,698,4
1957,6583,81091,4728,1
1958,8666,35965,1369,4
1959,5642,7121,4567,3
1960,7302,6227,1683,3
1961,6329,32555,4682,2
1962,5804,88645,387,2
1963,8284,21576,4455,5
1964,6232,68173,3443,5
1965,6187,6997,2864,4
1966,5669,26570,1983,5
1967,8076,4562,3401,2
1968,6058,33803,57,2
1969,5985,62600,653,2
1970,7170,41976,1114,2
1971,7501,76166,4392,5
1972,5681,31623,1062,3
1973,7536,30960,496,1
1974,7983,85952,3339,3
1975,8701,52948,3654,2
1976,5958,44154,2683,4
1977,6716,68618,3999,5
1978,8731,45340,146,2
1979,6314,38946,3725,3
1980,8299,81467,3078,2
1981,7648,46476,863,1
1982,8953,88690,4840,1
1983,5949,18707,2516,4
1984,7962,27940,2130,4
1985,7832,13471,3238,3
1986,6087,32720,2008,1
1987,8804,42809,3116,4
1988,7745,28936,797,2
1989,7260,56689,3291,3
1990,6325,41311,4073,1
1991,8817,3485,1233,3
1992,6352,57987,738,5
1993,7113,44406,3454,1
1994,6805,37108,566,2
1995,7270,38622,3389,2
1996,6235,42490,1134,3
1997,6857,14679,2237,1
1998,7701,89368,802,4
1999,6916,12096,888,3
2000,8646,2533,579,5
2001,7892,43212,560,2
2002,7019,43364,2988,3
2003,8052,32558,1214,1
2004,7401,72327,3701,4
2005,6784,18846,4430,4
2006,8840,3746,4114,1
2007,8683,69854,4416,5
2008,6857,7475,2237,5
2009,6636,55736,1767,2
2010,7740,16069,4415,2
2011,7109,59932,1086,2
2012,7312,23511,2778,4
2013,7826,87074,1188,2
2014,6245,70536,527,3
2015,6980,54019,2549,1
2016,7518,37448,2570,1
2017,6974,10906,2341,5
2018,8158,52983,2310,1
2019,6485,38320,2909,1
2020,7518,21154,2570,5
2021,7514,64981,1510,2
2022,6503,19861,4635,3
2023,6429,76822,1711,4
2024,8130,33655,1095,4
2025,6871,64820,1119,5
2026,6926,20727,927,1
2027,8660,52917,90,1
2028,7031,28612,1513,1
2029,7685,82086,280,5
2030,7345,7192,143,2
2031,7132,73390,1784,2
2032,7348,58921,3009,1
2033,8668,50098,176,1
2034,5927,24065,897,1
2035,8822,89511,4683,5
2036,5845,24859,3593,4
2037,7641,68052,3189,5
2038,6879,20882,562,3
2039,6635,58573,1173,4
2040,8533,17505,1611,4
2041,6259,57262,4028,4
2042,7339,71132,4710,3
2043,6309,16593,3195,3
2044,7515,73347,612,2
2045,6724,40916,4622,1
2046,5966,88373,1318,3
2047,6055,72057,3955,3
2048,6131,26399,2011,2
2049,8239,64719,4986,4
2050,7883,35365,879,5
2051,7342,55050,2062,5
2052,7983,52938,3339,2
2053,6499,74608,1503,1
2054,7716,58212,3978,2
2055,8139,60954,1250,1
2056,8312,19489,973,1
2057,5959,6072,1251,3
2058,7024,22452,4383,2
2059,6326,54649,1769,2
2060,6499,51992,1503,2
2061,6637,48892,3973,2
2062,8627,61971,1536,5
2063,7465,14048,2398,5
2064,8210,86082,1454,1
2065,6189,6961,1118,3
2066,5736,40084,3481,2
2067,5930,17668,438,1
2068,8316,50475,1363,4
2069,7459,69374,2499,2
2070,8903,83329,2430,3
2071,7249,12652,2763,3
2072,7597,27787,4263,3
2073,7685,75574,280,2
2074,8712,78375,3036,2
2075,7952,40535,1765,3
2076,6032,55060,2910,4
2077,6924,55502,3719,3
2078,6776,4808,3128,3
2079,7212,67852,2316,3
2080,7432,76025,2649,3
2081,5763,42816,1823,1
2082,7278,35779,4740,4
2083,8127,57957,3924,3
2084,7117,75549,3432,3
2085,8697,40890,4457,5
2086,6143,72372,2633,2
2087,7539,84832,3459,1
2088,7831,83697,3709,1
2089,6541,27593,4250,2
2090,7460,7688,1455,1
2091,8714,37356,3174,4
2092,6060,40272,227,5
2093,8166,84934,4644,5
2094,5636,33733,212,3
2095,7781,82453,3439,4
2096,5643,56840,1619,1
2097,5698,79739,900,3
2098,7733,2487,2172,4
2099,6421,31174,2645,1
2100,6242,10584,1561,4
2101,7113,23629,3454,4
2102,8106,87551,769,3
2103,6131,62945,2011,1
2104,6866,44837,2869,1
2105,6530,26428,3602,4
2106,8131,80827,1511,5
2107,5872,64690,196,4
2108,7475,54429,3649,2
2109,7381,11877,1243,1
2110,5652,87986,90,5
2111,7493,12525,432,2
2112,6724,41187,4622,4
2113,7411,67706,2679,1
2114,8323,88362,755,2
2115,6213,4774,4752,2
2116,7068,7601,4323,1
2117,6546,18703,4330,5
2118,6245,60215,527,1
2119,8699,9427,2016,3
2120,8066,72232,3537,2
2121,7419,25669,4383,1
2122,5707,32346,3776,5
2123,7976,40498,3490,3
2124,6450,49801,2741,5
2125,7320,2387,2892,2
2126,7558,24979,2262,4
2127,6963,8933,3423,2
2128,7983,46027,3339,3
2129,8608,9302,2097,5
2130,7975,29079,176,5
2131,6591,37528,709,2
2132,8050,3968,91,2
2133,7764,6189,3278,5
2134,8055,22452,528,2
2135,7592,60233,4297,1
2136,7681,4365,704,3
2137,7988,69321,637,2
2138,8189,86355,366,1
2139,8294,57310,4058,3
2140,5916,9993,3661,3
2141,7648,71817,863,2
2142,7863,69412,3444,4
2143,8411,20129,2828,5
2144,6583,80731,4728,3
2145,6033,52176,4726,1
2146,5675,17205,3847,4
2147,6929,25653,727,4
2148,7462,49759,4065,3
2149,7271,29373,2259,3
2150,7439,40091,2279,5
2151,8608,11386,2097,5
2152,5734,10952,1750,2
2153,6645,50104,3991,4
2154,6320,23969,2958,4
2155,8489,43702,252,5
2156,6033,75751,4726,4
2157,7874,87335,3290,4
2158,7432,74635,2649,5
2159,8707,58518,1708,3
2160,7355,56872,1958,5
2161,6360,61987,951,3
2162,8773,74839,2289,3
2163,5997,68652,3618,5
2164,7132,63102,1784,1
2165,6741,58863,445,1
2166,8986,85531,4418,5
2167,7833,6694,426,4
2168,7675,13708,3649,1
2169,5921,60071,2576,5
2170,8500,11135,3600,2
2171,6080,12823,3004,1
2172,8192,4713,2559,3
2173,8370,69831,2061,5
2174,7584,64187,1453,1
2175,8529,25733,3745,1
2176,7667,72787,532,4
2177,5866,25972,1848,2
2178,6281,31009,2198,1
2179,7227,60135,2005,5
2180,8328,26246,1289,4
2181,6511,24501,3019,3
2182,6023,24658,1040,5
2183,8394,73199,532,2
2184,5681,34433,1062,2
2185,8942,31750,2070,5
2186,6512,66218,2443,4
2187,6892,35153,2095,4
2188,5805,19824,1638,3
2189,6617,89157,301,3
2190,8543,6237,1135,1
2191,7836,86811,4633,2
2192,8847,81398,2417,1
2193,8459,27166,3228,1
2194,7063,44229,1340,1
2195,7255,44443,334,4
2196,8878,47064,1903,3
2197,8277,60415,4908,4
2198,5849,15345,314,4
2199,7910,75334,908,3
2200,6165,54841,1729,2
2201,6222,58086,1617,3
2202,8697,89554,4457,1
2203,6570,5435,446,4
2204,7066,3204,881,3
2205,8841,3578,4660,1
2206,6920,47489,3856,3
2207,8541,5956,1527,1
2208,6326,49881,1769,1
2209,7176,12230,3494,1
2210,6289,85589,500,2
2211,5912,88851,4662,1
2212,7543,3390,2012,3
2213,7256,46038,3566,4
2214,8962,53045,2618,3
2215,8271,55803,1048,1
2216,7320,34362,2892,1
2217,6215,3120,3095,5
2218,7331,83757,1073,3
2219,6231,83941,680,1
2220,8352,85011,3976,2
2221,7552,5184,1555,3
2222,6528,63556,4865,1
2223,6728,48200,1956,3
2224,6275,69923,1320,1
2225,6989,60231,1393,2
2226,8894,62400,640,3
2227,7453,29534,3327,4
2228,7501,52764,4392,2
2229,8679,7156,3136,4
2230,8357,50796,2924,4
2231,6432,80871,2517,4
2232,8324,24792,3654,5
2233,6952,85882,1092,1
2234,6587,85475,1112,1
2235,7071,2529,1727,2
2236,8981,54345,3089,2
2237,6778,44005,3441,1
2238,7745,38957,797,2
2239,7261,32762,1168,2
2240,8177,33263,3101,5
2241,8692,65392,3459,4
2242,7820,57475,2287,3
2243,6103,58455,1818,3
2244,8566,30676,4475,4
2245,7042,56467,574,1
2246,6415,47806,1824,4
2247,8411,32526,2828,4
2248,6033,85901,4726,3
2249,6514,22160,4743,4
2250,6929,39051,727,4
2251,8490,8315,4687,1
2252,6776,50543,3128,4
2253,5902,79848,1824,2
2254,5639,68862,2579,4
2255,6126,70886,3672,1
2256,5744,13210,4349,3
2257,8636,82316,570,2
2258,8162,68011,3014,4
2259,7867,44140,4317,5
2260,6600,15682,506,3
2261,8438,4610,2079,1
2262,8316,17932,1363,1
2263,7853,26105,2015,3
2264,5654,47159,3861,4
2265,7074,70672,2876,1
2266,8246,5287,2397,5
2267,7536,17616,496,4
2268,6850,65948,716,3
2269,6518,60386,2159,3
2270,6903,85258,1002,3
2271,7066,76737,881,1
2272,8964,61543,314,2
2273,7176,38952,3494,3
2274,5995,71676,3271,2
2275,6189,24627,1118,2
2276,7001,89750,1912,4
2277,5787,65216,3832,2
2278,6013,20491,1456,5
2279,6339,26204,1888,5
2280,6542,18717,4803,3
2281,6362,24772,3625,4
2282,8136,48020,1755,2
2283,8716,72079,2377,2
2284,6509,86314,3121,3
2285,8556,59101,1665,1
2286,7722,85638,150,5
2287,8784,2881,2613,2
2288,7125,46608,1640,1
2289,6275,10021,1320,3
2290,7756,46361,4307,3
2291,8772,63022,3537,5
2292,8284,76259,4455,3
2293,6586,69747,3791,3
2294,7357,67491,3198,4
2295,5857,69037,1795,5
2296,6411,78183,2020,3
2297,8974,25962,4640,2
2298,8369,2527,4173,4
2299,7077,49020,2314,4
2300,5963,73892,1205,3
2301,7414,16413,1866,5
2302,6464,21827,4954,4
2303,8146,2723,2768,1
2304,5735,49098,1843,3
2305,6610,7765,1539,4
2306,6835,3172,1513,3
2307,6719,38334,4217,5
2308,7427,35744,1845,4
2309,5806,9401,3404,2
2310,5769,31735,1380,1
2311,6310,2619,167,4
2312,6337,77074,3709,2
2313,7422,76329,2876,4
2314,6778,16239,3441,1
2315,8586,16721,3554,5
2316,8844,41611,3496,5
